message,severity,show_cmds,debug_cmds,reclassified_severity
%BGP-5-ADJCHANGE: neighbor 10.135.127.32 Down BGP Notification sent,Critical,"show ip bgp summary, show ip bgp neighbors 10.135.127.32, show log","debug ip bgp events, debug ip bgp updates",Critical
%BGP-4-BGP_BACKWARD_TRANSITION: BGP: Transition from Established to Idle,Critical,"show ip bgp neighbors 10.81.173.217, show ip bgp summary",debug ip bgp events,Critical
%BGP-3-NOTIFICATION: received from neighbor 10.225.81.81 6/3 (Hold Timer Expired) 0 bytes,Critical,"show ip bgp summary, show log, show ip bgp neighbors 10.225.81.81","debug ip bgp events, debug ip bgp keepalives",Critical
%BGP-4-MSGDUMP: Message discarded from 10.154.181.100,Warning,"show ip bgp neighbors 10.154.181.100, show log",debug ip bgp updates,Warning
%BGP-4-BGP_BACKWARD_TRANSITION: BGP: Transition from Established to Idle,Critical,"show ip bgp neighbors 10.181.97.76, show ip bgp summary",debug ip bgp events,Critical
%BGP-5-SESSIONRESET: BGP Session reset with neighbor 10.121.207.149,Warning,"show ip bgp summary, show ip bgp neighbors",debug ip bgp events,Critical
"%SYS-2-MALLOCFAIL: Memory allocation of 2048 bytes failed from 0x40287244, alignment 0",Warning,"show memory statistics, show platform resources",debug memory detail,Warning
%PLATFORM-3-ELEMENT_WARNING: R0/0: kernel: Memory pressure threshold crossed on node 0,Critical,"show platform software memory, show log",,Critical
%PLATFORM-3-ELEMENT_WARNING: R0/0: kernel: Memory pressure threshold crossed on node 0,Critical,"show platform software memory, show log",,Critical
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
"%SYS-3-CPUHOG: Task runs for 2010 msec (1/0), process = Check heaps",Critical,"show processes cpu sorted, show log, show platform software process cpu",debug process cpu detail,Critical
"%SYS-3-CPUHOG: Task runs for 2010 msec (1/0), process = Check heaps",Critical,"show processes cpu sorted, show log, show platform software process cpu",debug process cpu detail,Critical
"%SYS-2-MALLOCFAIL: Memory allocation of 2048 bytes failed from 0x40287244, alignment 0",Warning,"show memory statistics, show platform resources",debug memory detail,Warning
%PLATFORM-3-ELEMENT_WARNING: R0/0: kernel: Memory pressure threshold crossed on node 0,Critical,"show platform software memory, show log",,Critical
"%SYS-2-MALLOCFAIL: Memory allocation of 2048 bytes failed from 0x40287244, alignment 0",Warning,"show memory statistics, show platform resources",debug memory detail,Warning
"%SYS-2-MALLOCFAIL: Memory allocation of 2048 bytes failed from 0x40287244, alignment 0",Warning,"show memory statistics, show platform resources",debug memory detail,Warning
"%SYS-3-CPUHOG: Task runs for 2010 msec (1/0), process = Check heaps",Critical,"show processes cpu sorted, show log, show platform software process cpu",debug process cpu detail,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
%SYS-1-CPU_USAGE_HIGH: CPU usage is above 90% for five minutes,Critical,"show processes cpu history, show log",,Critical
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
%PLATFORM-3-ELEMENT_WARNING: R0/0: kernel: Memory pressure threshold crossed on node 0,Critical,"show platform software memory, show log",,Critical
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
"%SYS-3-CPUHOG: Task runs for 2010 msec (1/0), process = Check heaps",Critical,"show processes cpu sorted, show log, show platform software process cpu",debug process cpu detail,Critical
%PLATFORM-3-ELEMENT_WARNING: R0/0: kernel: Memory pressure threshold crossed on node 0,Critical,"show platform software memory, show log",,Critical
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
"%SYS-2-MALLOCFAIL: Memory allocation of 2048 bytes failed from 0x40287244, alignment 0",Warning,"show memory statistics, show platform resources",debug memory detail,Warning
"%SYS-3-CPUHOG: Task runs for 2010 msec (1/0), process = Check heaps",Critical,"show processes cpu sorted, show log, show platform software process cpu",debug process cpu detail,Critical
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
"%SYS-2-MALLOCFAIL: Memory allocation of 2048 bytes failed from 0x40287244, alignment 0",Warning,"show memory statistics, show platform resources",debug memory detail,Warning
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
"%SYS-3-CPUHOG: Task runs for 2010 msec (1/0), process = Check heaps",Critical,"show processes cpu sorted, show log, show platform software process cpu",debug process cpu detail,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
"%SYS-3-CPUHOG: Task runs for 2010 msec (1/0), process = Check heaps",Critical,"show processes cpu sorted, show log, show platform software process cpu",debug process cpu detail,Critical
%PLATFORM-3-ELEMENT_WARNING: R0/0: kernel: Memory pressure threshold crossed on node 0,Critical,"show platform software memory, show log",,Critical
"%SYS-3-CPUHOG: Task runs for 2010 msec (1/0), process = Check heaps",Critical,"show processes cpu sorted, show log, show platform software process cpu",debug process cpu detail,Critical
%SYS-1-CPU_USAGE_HIGH: CPU usage is above 90% for five minutes,Critical,"show processes cpu history, show log",,Critical
%SYS-1-CPU_USAGE_HIGH: CPU usage is above 90% for five minutes,Critical,"show processes cpu history, show log",,Critical
%PLATFORM-3-ELEMENT_WARNING: R0/0: kernel: Memory pressure threshold crossed on node 0,Critical,"show platform software memory, show log",,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
%PLATFORM-3-ELEMENT_WARNING: R0/0: kernel: Memory pressure threshold crossed on node 0,Critical,"show platform software memory, show log",,Critical
%SYS-1-CPU_USAGE_HIGH: CPU usage is above 90% for five minutes,Critical,"show processes cpu history, show log",,Critical
"%SYS-2-MALLOCFAIL: Memory allocation of 2048 bytes failed from 0x40287244, alignment 0",Warning,"show memory statistics, show platform resources",debug memory detail,Warning
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
"%SYS-2-MALLOCFAIL: Memory allocation of 2048 bytes failed from 0x40287244, alignment 0",Warning,"show memory statistics, show platform resources",debug memory detail,Warning
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
%PLATFORM-3-ELEMENT_WARNING: R0/0: kernel: Memory pressure threshold crossed on node 0,Critical,"show platform software memory, show log",,Critical
%PLATFORM-3-ELEMENT_WARNING: R0/0: kernel: Memory pressure threshold crossed on node 0,Critical,"show platform software memory, show log",,Critical
%SYS-1-CPU_USAGE_HIGH: CPU usage is above 90% for five minutes,Critical,"show processes cpu history, show log",,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
"%SYS-3-CPUHOG: Task runs for 2010 msec (1/0), process = Check heaps",Critical,"show processes cpu sorted, show log, show platform software process cpu",debug process cpu detail,Critical
%SYS-1-CPU_USAGE_HIGH: CPU usage is above 90% for five minutes,Critical,"show processes cpu history, show log",,Critical
"%SYS-3-CPUHOG: Task runs for 2010 msec (1/0), process = Check heaps",Critical,"show processes cpu sorted, show log, show platform software process cpu",debug process cpu detail,Critical
"%SYS-3-CPUHOG: Task runs for 2010 msec (1/0), process = Check heaps",Critical,"show processes cpu sorted, show log, show platform software process cpu",debug process cpu detail,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
%SYS-1-CPU_USAGE_HIGH: CPU usage is above 90% for five minutes,Critical,"show processes cpu history, show log",,Critical
%PLATFORM-3-ELEMENT_WARNING: R0/0: kernel: Memory pressure threshold crossed on node 0,Critical,"show platform software memory, show log",,Critical
%SYS-1-CPU_USAGE_HIGH: CPU usage is above 90% for five minutes,Critical,"show processes cpu history, show log",,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
%SYS-1-CPU_USAGE_HIGH: CPU usage is above 90% for five minutes,Critical,"show processes cpu history, show log",,Critical
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
"%SYS-3-CPUHOG: Task runs for 2010 msec (1/0), process = Check heaps",Critical,"show processes cpu sorted, show log, show platform software process cpu",debug process cpu detail,Critical
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
"%SYS-2-MALLOCFAIL: Memory allocation of 2048 bytes failed from 0x40287244, alignment 0",Warning,"show memory statistics, show platform resources",debug memory detail,Warning
"%SYS-2-MALLOCFAIL: Memory allocation of 2048 bytes failed from 0x40287244, alignment 0",Warning,"show memory statistics, show platform resources",debug memory detail,Warning
"%SYS-2-MALLOCFAIL: Memory allocation of 2048 bytes failed from 0x40287244, alignment 0",Warning,"show memory statistics, show platform resources",debug memory detail,Warning
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
%PLATFORM-3-ELEMENT_WARNING: R0/0: kernel: Memory pressure threshold crossed on node 0,Critical,"show platform software memory, show log",,Critical
%SYS-1-CPU_USAGE_HIGH: CPU usage is above 90% for five minutes,Critical,"show processes cpu history, show log",,Critical
%SYS-1-CPU_USAGE_HIGH: CPU usage is above 90% for five minutes,Critical,"show processes cpu history, show log",,Critical
%PLATFORM-3-ELEMENT_WARNING: R0/0: kernel: Memory pressure threshold crossed on node 0,Critical,"show platform software memory, show log",,Critical
"%SYS-3-CPUHOG: Task runs for 2010 msec (1/0), process = Check heaps",Critical,"show processes cpu sorted, show log, show platform software process cpu",debug process cpu detail,Critical
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
"%SYS-2-MALLOCFAIL: Memory allocation of 2048 bytes failed from 0x40287244, alignment 0",Warning,"show memory statistics, show platform resources",debug memory detail,Warning
"%SYS-3-CPUHOG: Task runs for 2010 msec (1/0), process = Check heaps",Critical,"show processes cpu sorted, show log, show platform software process cpu",debug process cpu detail,Critical
%PLATFORM-3-ELEMENT_WARNING: R0/0: kernel: Memory pressure threshold crossed on node 0,Critical,"show platform software memory, show log",,Critical
%SYS-1-CPU_USAGE_HIGH: CPU usage is above 90% for five minutes,Critical,"show processes cpu history, show log",,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
"%SYS-3-CPUHOG: Task runs for 2010 msec (1/0), process = Check heaps",Critical,"show processes cpu sorted, show log, show platform software process cpu",debug process cpu detail,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
%PLATFORM-3-ELEMENT_WARNING: R0/0: kernel: Memory pressure threshold crossed on node 0,Critical,"show platform software memory, show log",,Critical
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
%PLATFORM-3-ELEMENT_WARNING: R0/0: kernel: Memory pressure threshold crossed on node 0,Critical,"show platform software memory, show log",,Critical
"%SYS-3-CPUHOG: Task runs for 2010 msec (1/0), process = Check heaps",Critical,"show processes cpu sorted, show log, show platform software process cpu",debug process cpu detail,Critical
%SYS-1-CPU_USAGE_HIGH: CPU usage is above 90% for five minutes,Critical,"show processes cpu history, show log",,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
%PLATFORM-3-ELEMENT_WARNING: R0/0: kernel: Memory pressure threshold crossed on node 0,Critical,"show platform software memory, show log",,Critical
%SYS-3-MEMORYLEAK: Memory leak detected in process SNMP Engine,Critical,"show memory debug leaks, show processes memory",,Critical
%SYS-1-CPU_USAGE_HIGH: CPU usage is above 90% for five minutes,Critical,"show processes cpu history, show log",,Critical
"%SYS-2-MALLOCFAIL: Memory allocation of 2048 bytes failed from 0x40287244, alignment 0",Warning,"show memory statistics, show platform resources",debug memory detail,Warning
"%SYS-2-MALLOCFAIL: Memory allocation of 2048 bytes failed from 0x40287244, alignment 0",Warning,"show memory statistics, show platform resources",debug memory detail,Warning
%IOSXE-3-PLATFORM: R0/0: cpp_cp: QFP:0.0 Thread:107 TS:00004612310063055102 %CPP-THREAD-3-CPUHOG: cpp_cp|QFP:0.0 Thread:107|High CPU Hog detected,Critical,"show platform software process cpu, show log",debug platform condition cpu high,Critical
