message,show_cmds,debug_cmds,severity,confidence
%STP-3-LOOP_DETECTED: Simulated Nexus syslog event,"show spanning-tree, show spanning-tree vlan 1, show spanning-tree interface  detail, show interface ","debug spanning-tree events, debug spanning-tree bpdu, debug spanning-tree state",Critical,1.0
%STP-3-LOOP_DETECTED: Simulated Nexus syslog event,"show spanning-tree, show spanning-tree vlan 1, show spanning-tree interface  detail, show interface ","debug spanning-tree events, debug spanning-tree bpdu, debug spanning-tree state",Critical,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%VSHD-5-VSHD_SYSLOG_CONFIG_I: Simulated Nexus syslog event,,,Info,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%VSHD-5-VSHD_SYSLOG_CONFIG_I: Simulated Nexus syslog event,,,Info,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%STP-3-LOOP_DETECTED: Simulated Nexus syslog event,"show spanning-tree, show spanning-tree vlan 1, show spanning-tree interface  detail, show interface ","debug spanning-tree events, debug spanning-tree bpdu, debug spanning-tree state",Critical,1.0
%MODULE-4-MOD_PWR_LOW: Simulated Nexus syslog event,"show environment, show environment power, show module",,Warning,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%ETHPORT-5-IF_DOWN_LINK_FAILURE: Simulated Nexus syslog event,"show interface , show logging onboard , show interface transceiver details","debug ethernet interface, debug interface link, debug hardware errors",Critical,1.0
%VSHD-5-VSHD_SYSLOG_CONFIG_I: Simulated Nexus syslog event,,,Info,1.0
%ETHPORT-5-IF_DOWN_LINK_FAILURE: Simulated Nexus syslog event,"show interface , show logging onboard , show interface transceiver details","debug ethernet interface, debug interface link, debug hardware errors",Critical,1.0
%ETHPORT-5-IF_DOWN_LINK_FAILURE: Simulated Nexus syslog event,"show interface , show logging onboard , show interface transceiver details","debug ethernet interface, debug interface link, debug hardware errors",Critical,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%STP-3-LOOP_DETECTED: Simulated Nexus syslog event,"show spanning-tree, show spanning-tree vlan 1, show spanning-tree interface  detail, show interface ","debug spanning-tree events, debug spanning-tree bpdu, debug spanning-tree state",Critical,1.0
%VSHD-5-VSHD_SYSLOG_CONFIG_I: Simulated Nexus syslog event,,,Info,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%ETHPORT-6-IF_UP: Simulated Nexus syslog event,,,Info,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%MODULE-4-MOD_PWR_LOW: Simulated Nexus syslog event,"show environment, show environment power, show module",,Warning,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%ETHPORT-6-IF_UP: Simulated Nexus syslog event,,,Info,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%ETHPORT-6-IF_UP: Simulated Nexus syslog event,,,Info,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%ETHPORT-5-IF_DOWN_LINK_FAILURE: Simulated Nexus syslog event,"show interface , show logging onboard , show interface transceiver details","debug ethernet interface, debug interface link, debug hardware errors",Critical,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%ETHPORT-6-IF_UP: Simulated Nexus syslog event,,,Info,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%STP-3-LOOP_DETECTED: Simulated Nexus syslog event,"show spanning-tree, show spanning-tree vlan 1, show spanning-tree interface  detail, show interface ","debug spanning-tree events, debug spanning-tree bpdu, debug spanning-tree state",Critical,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%MODULE-4-MOD_PWR_LOW: Simulated Nexus syslog event,"show environment, show environment power, show module",,Warning,1.0
%VSHD-5-VSHD_SYSLOG_CONFIG_I: Simulated Nexus syslog event,,,Info,1.0
%STP-3-LOOP_DETECTED: Simulated Nexus syslog event,"show spanning-tree, show spanning-tree vlan 1, show spanning-tree interface  detail, show interface ","debug spanning-tree events, debug spanning-tree bpdu, debug spanning-tree state",Critical,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%ETHPORT-6-IF_UP: Simulated Nexus syslog event,,,Info,1.0
%ETHPORT-6-IF_UP: Simulated Nexus syslog event,,,Info,1.0
%MODULE-4-MOD_PWR_LOW: Simulated Nexus syslog event,"show environment, show environment power, show module",,Warning,1.0
%MODULE-4-MOD_PWR_LOW: Simulated Nexus syslog event,"show environment, show environment power, show module",,Warning,1.0
%VSHD-5-VSHD_SYSLOG_CONFIG_I: Simulated Nexus syslog event,,,Info,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%MODULE-4-MOD_PWR_LOW: Simulated Nexus syslog event,"show environment, show environment power, show module",,Warning,1.0
%VSHD-5-VSHD_SYSLOG_CONFIG_I: Simulated Nexus syslog event,,,Info,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%VSHD-5-VSHD_SYSLOG_CONFIG_I: Simulated Nexus syslog event,,,Info,1.0
%VSHD-5-VSHD_SYSLOG_CONFIG_I: Simulated Nexus syslog event,,,Info,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%MODULE-4-MOD_PWR_LOW: Simulated Nexus syslog event,"show environment, show environment power, show module",,Warning,1.0
%VSHD-5-VSHD_SYSLOG_CONFIG_I: Simulated Nexus syslog event,,,Info,1.0
%MODULE-4-MOD_PWR_LOW: Simulated Nexus syslog event,"show environment, show environment power, show module",,Warning,1.0
%STP-3-LOOP_DETECTED: Simulated Nexus syslog event,"show spanning-tree, show spanning-tree vlan 1, show spanning-tree interface  detail, show interface ","debug spanning-tree events, debug spanning-tree bpdu, debug spanning-tree state",Critical,1.0
%ETHPORT-6-IF_UP: Simulated Nexus syslog event,,,Info,1.0
%ETHPORT-6-IF_UP: Simulated Nexus syslog event,,,Info,1.0
%ETHPORT-5-IF_DOWN_LINK_FAILURE: Simulated Nexus syslog event,"show interface , show logging onboard , show interface transceiver details","debug ethernet interface, debug interface link, debug hardware errors",Critical,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%VSHD-5-VSHD_SYSLOG_CONFIG_I: Simulated Nexus syslog event,,,Info,1.0
%MODULE-4-MOD_PWR_LOW: Simulated Nexus syslog event,"show environment, show environment power, show module",,Warning,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%MODULE-4-MOD_PWR_LOW: Simulated Nexus syslog event,"show environment, show environment power, show module",,Warning,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%STP-3-LOOP_DETECTED: Simulated Nexus syslog event,"show spanning-tree, show spanning-tree vlan 1, show spanning-tree interface  detail, show interface ","debug spanning-tree events, debug spanning-tree bpdu, debug spanning-tree state",Critical,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%ETHPORT-6-IF_UP: Simulated Nexus syslog event,,,Info,1.0
%VSHD-5-VSHD_SYSLOG_CONFIG_I: Simulated Nexus syslog event,,,Info,1.0
%ETHPORT-5-IF_DOWN_LINK_FAILURE: Simulated Nexus syslog event,"show interface , show logging onboard , show interface transceiver details","debug ethernet interface, debug interface link, debug hardware errors",Critical,1.0
%VSHD-5-VSHD_SYSLOG_CONFIG_I: Simulated Nexus syslog event,,,Info,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%VSHD-5-VSHD_SYSLOG_CONFIG_I: Simulated Nexus syslog event,,,Info,1.0
%ARP-3-DUP_IP_ADDR: Simulated Nexus syslog event,"show ip arp, show mac address-table, show interface ","debug ip arp, debug arp events",Critical,1.0
%VSHD-5-VSHD_SYSLOG_CONFIG_I: Simulated Nexus syslog event,,,Info,1.0
%ETHPORT-6-IF_UP: Simulated Nexus syslog event,,,Info,1.0
%MODULE-4-MOD_PWR_LOW: Simulated Nexus syslog event,"show environment, show environment power, show module",,Warning,1.0
%ETHPORT-5-IF_DOWN_LINK_FAILURE: Simulated Nexus syslog event,"show interface , show logging onboard , show interface transceiver details","debug ethernet interface, debug interface link, debug hardware errors",Critical,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%STP-3-LOOP_DETECTED: Simulated Nexus syslog event,"show spanning-tree, show spanning-tree vlan 1, show spanning-tree interface  detail, show interface ","debug spanning-tree events, debug spanning-tree bpdu, debug spanning-tree state",Critical,1.0
%ETHPORT-6-IF_UP: Simulated Nexus syslog event,,,Info,1.0
%MODULE-4-MOD_PWR_LOW: Simulated Nexus syslog event,"show environment, show environment power, show module",,Warning,1.0
%MODULE-4-MOD_PWR_LOW: Simulated Nexus syslog event,"show environment, show environment power, show module",,Warning,1.0
%MODULE-4-MOD_PWR_LOW: Simulated Nexus syslog event,"show environment, show environment power, show module",,Warning,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%VSHD-5-VSHD_SYSLOG_CONFIG_I: Simulated Nexus syslog event,,,Info,1.0
%ETHPORT-4-IF_FLAPPING: Simulated Nexus syslog event,"show interface , show logging onboard, show port internal event-history all","debug ethernet events, debug interface flaps",Warning,1.0
%STP-3-LOOP_DETECTED: Simulated Nexus syslog event,"show spanning-tree, show spanning-tree vlan 1, show spanning-tree interface  detail, show interface ","debug spanning-tree events, debug spanning-tree bpdu, debug spanning-tree state",Critical,1.0
%VSHD-5-VSHD_SYSLOG_CONFIG_I: Simulated Nexus syslog event,,,Info,1.0
%MODULE-4-MOD_PWR_LOW: Simulated Nexus syslog event,"show environment, show environment power, show module",,Warning,1.0
%STP-3-LOOP_DETECTED: Simulated Nexus syslog event,"show spanning-tree, show spanning-tree vlan 1, show spanning-tree interface  detail, show interface ","debug spanning-tree events, debug spanning-tree bpdu, debug spanning-tree state",Critical,1.0
